time,random_01,random_02,random_03,random_04,random_05,random_06,random_07,random_08,random_09,random_10
22,-0.575714957,-0.224900915,-0.969340215,0.993225714,0.441401941,0.657250118,-0.409553529,-0.184150498,-0.958337531,0.230704834
23,0.303347532,0.673778354,-0.742036883,0.012541789,-0.577319453,-0.761442394,0.993407388,0.229751499,-0.360856833,0.550219793
24,-0.748889808,-0.698997119,-0.813236143,-0.020113524,-0.548565418,-0.519318018,0.812042641,-0.570052479,-0.774141192,-0.288862617
25,-0.465558663,-0.305455502,-0.526229985,0.298322737,-0.720032606,0.486376976,0.977478288,0.326535953,0.056645297,-0.188300056
26,-0.227771815,-0.022453537,0.582294819,0.661612825,-0.040172292,-0.368404757,-0.868708521,0.955005396,0.825825277,0.413293828
27,-0.973219334,-0.701506274,0.199463131,-0.036001995,-0.125176281,-0.28754913,0.254077517,-0.804503458,-0.209790403,0.676575331
28,-0.235224086,-0.28587482,0.820295422,0.683492447,0.931928279,0.828719759,-0.019049918,0.223865318,-0.236281854,-0.520821738
29,0.739381691,0.925288097,0.120849108,0.02740347,-0.716172178,-0.451196918,0.942048826,0.055237299,0.934999862,0.541543067
30,-0.319302007,-0.735255993,0.511409538,0.059555071,0.909957777,-0.133323855,-0.275558305,0.634731223,0.69732277,-0.288204511
31,-0.035839769,-0.979170949,-0.241656218,0.134224425,-0.110538888,0.043546986,0.359986922,-0.583804006,-0.598782976,0.071194076
32,0.199131651,-0.670715516,-0.253438046,-0.522102243,-0.881275053,-0.747661726,-0.472560139,0.246298101,0.945729615,-0.813823741
33,-0.012917386,0.620384289,-0.659418714,0.755991868,-0.449701631,0.912303784,-0.628571477,0.869174121,-0.061732895,-0.660393917
34,-0.627564797,0.737722074,-0.093385353,0.309044034,-0.937703481,0.52000557,-0.629713557,-0.634141607,0.801343951,0.799664902
35,0.654746637,0.028563526,-0.483172079,-0.035258211,-0.971035312,-0.726208583,-0.241406507,-0.214077224,-0.991147688,-0.154724786
36,0.336933476,0.254392573,-0.327468095,0.942059594,-0.025661942,0.861730143,0.694048784,-0.314000816,0.756501477,0.495492936
37,0.588479721,0.688858006,0.779166069,-0.079948179,0.190303246,-0.227634279,-0.003847733,0.88082693,0.62539686,0.64530516
38,-0.784112748,-0.430258851,-0.596107402,0.244112974,0.195706074,-0.881553907,0.581171147,0.896768127,0.883939494,0.909307293
39,0.447421892,0.334451295,0.158372086,-0.223163931,-0.20463897,0.972714778,0.676927744,-0.187614623,-0.520738873,0.370889019
40,-0.177451141,-0.699060496,-0.58473594,-0.986814546,-0.206339206,0.53381385,-0.08619227,0.487477998,0.51001094,0.001006459
41,0.641892588,0.963455725,-0.437062415,0.876638175,0.632152139,0.396064215,0.598951629,0.800550972,0.921080987,-0.449032275
42,0.294120388,-0.40597853,0.572562408,-0.515657815,-0.529602491,0.446658127,-0.236113878,-0.422567766,0.442695295,-0.54219211
43,0.565865525,-0.769831849,-0.653961301,0.13118906,0.653740492,-0.839954328,0.519402463,-0.007571522,0.14461515,-0.971132188
44,0.106072623,-0.673598256,0.141495036,-0.638201794,0.066951863,0.877364733,-0.126448796,0.751872306,-0.642262369,0.457929125
45,0.05943916,0.888083616,-0.161434073,0.80899858,0.857885427,0.956081145,0.808435441,-0.31090445,-0.210445171,-0.500239057
46,0.578712463,0.589727647,-0.46475567,-0.83141739,0.099589451,0.653409679,-0.360930172,-0.4728559,-0.598198432,-0.677633447
47,-0.953337595,0.949375795,-0.904381116,0.802343431,0.520285054,-0.765228958,-0.834861815,0.017540587,0.64577309,-0.9659147
48,-0.04553987,-0.301823179,-0.793013892,0.783222931,-0.862980475,-0.1551822,0.632578159,-0.646987144,0.356931355,-0.02779931
49,0.464627477,0.003939762,-0.371937089,0.446749866,0.587218678,0.150989251,0.796952441,0.918625747,-0.511898699,-0.794199656
50,0.385463113,0.620794525,0.601282124,0.129619779,0.265606856,0.971990827,0.932992795,-0.791089935,0.865803489,0.603094009
51,-0.044760756,-0.985781924,-0.541350609,-0.222780004,-0.230846127,-0.75789273,0.146137766,-0.731781354,0.992681433,-0.29134387
52,0.722418954,-0.970612178,-0.574003119,0.491857701,0.13254535,-0.334068858,0.440158993,-0.865738282,0.072608836,0.872865079
53,-0.123805786,0.366806846,0.754201812,0.790841969,0.843981135,-0.030377357,0.548117248,-0.71107803,0.176094369,-0.508267215
54,-0.510405446,0.859440444,0.986443927,0.6181535,0.951755227,0.647427569,0.255521601,-0.309584206,0.793949114,-0.053717077
55,-0.858641906,-0.449197603,0.68849404,0.637092652,0.866067679,0.981437583,0.445978683,0.948962144,-0.520229929,-0.616878258
56,-0.80106768,0.623719391,0.820873098,-0.157600063,-0.237674679,0.797405954,-0.226337442,-0.438337731,0.82247725,0.16644394
57,-0.367456586,0.571757826,-0.057460535,-0.646607003,-0.488871858,0.836509078,-0.674418444,0.453296211,0.323477558,-0.08105362
58,0.037268526,0.977804311,-0.551163184,-0.652426882,-0.485032599,-0.11383182,-0.625543433,-0.288760373,0.497111588,-0.065131904
59,0.324010153,0.227905819,-0.744370687,0.785091489,-0.606227238,-0.424747234,-0.217501052,-0.956679795,0.288287239,-0.200334889
60,-0.186339626,0.42037146,-0.440632975,0.486668124,-0.72719819,-0.570769656,-0.452197581,0.723477969,-0.713010073,0.010571192
61,0.825751849,0.540055713,0.632212121,0.121967768,0.247933005,-0.498072079,-0.616164504,0.868106149,-0.639159321,-0.936223688
62,-0.412793254,0.773968314,-0.884774014,-0.85753234,-0.652509434,0.808948554,0.008783613,0.995200478,-0.359906928,-0.771064824
63,-0.081868547,0.250243459,0.605658499,0.707169507,0.732869157,0.377590641,0.527680714,0.664809201,-0.248691707,-0.062129048
64,-0.335210652,-0.479399929,-0.791224329,0.82742193,0.978671372,0.235590532,0.387337741,0.297105952,-0.863556689,-0.206026525
65,0.301740934,0.718146236,0.533212037,-0.549277594,0.973271524,-0.761757297,0.088108377,-0.879789678,0.705849127,0.667238388
66,-0.483966439,-0.125023996,-0.390378867,0.257120266,0.784026166,0.221099059,0.318174453,-0.894936659,-0.486855441,0.522243487
67,-0.042909503,-0.223710485,0.538574842,-0.861710013,0.776435221,-0.710271525,-0.06254324,-0.560857687,0.133504677,0.146712898
68,0.532621341,-0.07699779,0.081311453,0.029707953,-0.685312971,0.980757023,-0.036388922,-0.736134731,-0.343298989,-0.104983908
69,-0.831506171,-0.562649613,-0.275258936,0.610834576,0.860918942,0.74483885,-0.325872803,0.792611143,0.025081526,-0.832395984
70,0.75064266,-0.868128979,-0.814886168,0.943578931,0.653860494,-0.83499768,-0.150947397,-0.371590247,0.589119629,-0.561722905
71,-0.321854124,-0.448597947,0.51951051,-0.31416951,0.658686835,-0.127327894,-0.425969738,0.331680683,-0.68766304,-0.848859416
72,0.6788807,-0.379237805,0.521639894,0.262726885,0.434680591,0.087317641,0.202383064,-0.00681085,-0.618508064,0.068853569
73,-0.306633022,-0.915648948,0.80652169,-0.179891485,-0.687280759,0.47162801,0.681484653,0.601656586,0.298095992,0.282713153
74,-0.332450138,-0.630653074,0.932565572,-0.308611879,0.670922814,-0.161085537,0.241674095,0.343942081,0.669872905,0.051478635
75,-0.04729751,-0.633253544,0.030513246,0.649745705,-0.954550766,0.894113021,-0.730896762,-0.515542052,-0.587610858,-0.921437224
76,0.784396672,0.510924833,0.098961348,0.379801057,0.83825418,-0.845708637,0.135444859,0.22808351,-0.757329766,0.09171968
77,0.728678941,-0.423880536,-0.672560206,-0.35870997,-0.921962101,-0.153432467,-0.113147338,-0.051716357,0.282432058,-0.254473805
78,-0.220020913,0.735689325,-0.670806093,-0.117340681,0.400239174,0.862952583,-0.124049155,0.840339213,0.997189779,0.922604829
79,0.554641398,-0.194714528,0.572665555,-0.476229104,-0.113400319,-0.892119215,0.247234465,0.362347587,0.074391469,-0.485316862
80,0.921235994,0.145370007,0.502226839,-0.733591067,-0.372263097,-0.398998674,0.865306684,0.740577336,-0.256937954,-0.584096633
81,-0.13068103,-0.29871485,0.568429409,0.820957375,0.878872965,-0.623931875,0.776985167,0.283769055,-0.581172071,0.722764879
82,0.425029357,0.343997857,0.308709829,0.418335852,0.647490965,-0.804588511,0.757081122,0.3559122,-0.128089367,-0.071216035
83,-0.200011262,-0.949899287,-0.243791205,0.144052626,-0.577691789,-0.334501547,-0.515646105,-0.461151971,-0.956552438,-0.554265133
84,-0.349295696,-0.197797924,-0.982866065,0.833936473,-0.816741118,0.568944219,0.482907594,0.62926559,0.149976801,0.247099203
85,0.514174296,-0.60004694,0.910659107,0.803820231,-0.059450246,-0.32670041,-0.224687373,0.181091676,-0.539925436,-0.592704599
86,-0.59461549,0.713050002,0.677232296,-0.882756026,-0.899877165,-0.006874104,-0.842096522,-0.442350209,-0.143657805,-0.960653173
87,0.422242445,0.943030857,-0.573150125,-0.908598102,0.941996037,-0.135378405,-0.8103289,-0.206722373,0.298196128,0.595986012
88,-0.756616158,-0.352555126,-0.010572887,0.977617018,0.566311071,0.120554056,0.524285462,-0.400760626,-0.783944388,-0.451362207
89,-0.509022972,0.466382867,0.272488513,-0.58835008,-0.352019095,0.194171405,-0.304211949,0.459830036,0.916523915,-0.666781792
90,-0.713391241,-0.31986352,0.842182786,0.858111944,0.222972893,0.478135663,-0.166466582,-0.489005204,0.785695164,-0.659696564
91,-0.52074117,0.953510369,-0.976511918,-0.611392896,0.426036152,-0.544180207,-0.311967539,-0.949724504,-0.160929022,-0.022988127
92,-0.882131245,-0.205967176,-0.465194166,-0.746398127,-0.328006431,-0.759165475,-0.983178155,0.430427745,-0.566197437,0.422818155
93,0.284576517,-0.240002241,-0.128855797,0.078737622,-0.624925675,-0.215872445,0.823149981,-0.492994399,-0.680942881,0.183869843
94,0.752538425,0.12077526,0.658934189,-0.455325881,-0.206195219,-0.112792543,-0.635589163,0.170402267,0.920268918,0.034313754
95,0.557829355,-0.072383642,0.741888077,-0.292826701,-0.354659332,0.931935405,0.445606898,0.223426786,-0.808629761,-0.236744628
96,0.594617652,-0.606446347,-0.497862081,-0.831790287,0.631912725,-0.133930824,0.143926661,-0.563215959,0.455095572,0.669556659
97,-0.089451093,-0.146113195,-0.351283503,0.530875418,-0.531135906,0.01135649,0.080072827,0.21185328,-0.681638976,-0.501983899
98,-0.179831836,-0.813949625,-0.387524376,-0.111028014,0.25081302,0.332610094,-0.290105169,-0.060919046,0.102873461,0.081202056
99,0.621740486,-0.769381746,-0.63143593,-0.927725016,-0.05517845,0.149156868,0.648183676,-0.477895496,-0.427945775,0.487678807
100,0.209866581,-0.119936692,0.359954799,0.402578286,-0.088599598,-0.721965645,-0.627726478,-0.250623639,-0.581346149,-0.93997629
101,0.309447856,-0.598130541,0.532675347,-0.493145284,0.856600624,-0.043171352,-0.207250829,0.719836128,0.920236133,-0.31131299
102,-0.293605456,-0.144721854,0.364264454,0.259262487,0.441466244,0.573314056,-0.027570246,-0.72448163,0.469372354,-0.877354894
103,-0.459479708,0.961199963,-0.581738416,-0.46719277,0.148908623,0.355640179,-0.006118196,-0.284997832,-0.416151077,-0.262040382
104,0.985368122,0.657844251,0.423887522,0.0648918,0.840475488,-0.604895321,-0.225919161,-0.151022646,-0.523669162,-0.184812879
105,0.266986529,-0.42605229,0.210596371,-0.063470399,0.693229914,-0.449339254,0.286495107,0.444383814,-0.609397757,0.828673511
106,-0.57358373,0.191833794,-0.31888159,0.14879379,-0.202868627,0.124748867,-0.312339507,0.50328012,0.364195339,0.777410496
107,-0.741255304,0.797943892,-0.917659358,0.336890996,-0.446038807,0.793503603,0.912208166,-0.076555633,0.039315423,0.967464352
108,-0.043763931,-0.093245999,-0.196494981,-0.575772649,0.03905315,0.681790648,-0.914576517,0.304246346,-0.128051776,-0.045609443
109,0.84814894,-0.705164441,-0.841880709,0.951264798,-0.089335684,-0.747927122,0.530774793,0.668704505,-0.158554197,0.387016467
110,0.197521934,-0.742646035,-0.374894699,0.618765546,-0.367033839,0.488347126,-0.592459915,0.618784316,-0.467810172,-0.148507075
111,0.95234139,-0.950687325,-0.349848128,-0.449331487,-0.645009696,0.721911591,0.369509129,0.437052431,-0.730387107,0.568333066
112,0.463585024,0.47262275,-0.843267085,-0.201752617,0.030924417,-0.597509375,-0.207664493,0.751725479,-0.436406805,0.685391975
113,-0.286546176,-0.253282871,-0.699560459,-0.419399112,0.54873322,-0.873734387,-0.883088127,-0.562943581,0.190125578,-0.633055707
114,-0.137052619,0.148753881,-0.695149861,-0.014013533,-0.408150617,-0.280943124,0.47250794,-0.297210244,0.102756558,0.057079202
115,-0.703576879,0.650656027,0.826847202,0.513550277,-0.089659506,-0.884452878,0.249704911,-0.452054849,0.29688105,0.405895101
116,-0.973844849,0.627391348,0.404505798,0.021394938,-0.214134515,0.914289345,0.258337283,0.10913639,-0.261789303,0.82654552
117,0.431132132,0.745392681,0.641096644,-0.123702097,-0.05110217,-0.090835631,0.131836317,-0.86620922,0.974283023,-0.481652163
118,-0.793631529,-0.778890201,0.331126181,0.581828176,-0.793722988,0.332137567,0.578641012,0.79650818,-0.940944816,0.58524954
119,-0.107431303,0.905400474,-0.567629772,0.822630336,0.184452355,0.088549525,-0.631830593,0.549248898,0.769550744,0.228939103
120,0.28020209,0.138004162,-0.073875194,-0.857851712,-0.627688557,-0.579480954,0.66537688,0.88280708,-0.745413916,0.401241057
121,0.98367724,-0.926263059,0.433706097,-0.714715374,-0.744287272,0.169560268,0.060876442,0.422673645,0.22146004,-0.784133532
122,-0.008812844,-0.509418167,0.644376095,-0.213854435,0.96377833,-0.05121148,-0.053740195,-0.325174071,0.701595272,-0.332268414
123,-0.031300951,0.957769598,0.641483854,0.712875443,0.607354959,0.420267722,0.126453466,0.075587588,-0.770910915,-0.351736784
124,-0.65311533,0.771474465,-0.600110896,-0.471491548,0.739092514,0.203330611,-0.557566364,-0.357822559,0.783466627,0.130851512
125,0.509641889,-0.518034204,0.202270981,-0.810723283,-0.436985929,-0.710636765,0.413334298,-0.925159625,0.358185757,-0.593643617
126,-0.092209022,0.51442314,-0.140327996,0.448667326,-0.915591797,0.289392296,-0.357614676,-0.93796361,0.139897341,-0.560590985
127,0.022339568,0.125673037,0.275136664,0.960953328,0.380360646,-0.892612912,0.519069878,-0.732480249,0.27517403,0.266230559
128,-0.584909773,-0.38979381,-0.15995199,-0.598799411,0.525885053,0.01258537,-0.679467175,-0.755995954,-0.416545981,-0.294958979
129,-0.542683715,0.387308174,0.759740078,0.104527675,-0.552780036,-0.264750645,0.25025009,-0.210875595,-0.444712951,0.713746468
130,0.191423993,-0.328108792,-0.358543939,-0.309071058,-0.332411523,0.557188713,-0.78337102,0.944855072,-0.833652531,0.901443135
131,0.149744397,-0.587781111,-0.369374312,-0.183219985,-0.267187183,0.162379247,0.732677562,-0.718364727,-0.60667332,0.776063022
132,-0.845871239,0.838552512,-0.012855831,-0.623937567,-0.645249456,-0.091970252,0.557306505,0.304314536,0.514520533,-0.906282446
133,-0.928918841,-0.9543751,-0.324659409,-0.308894682,-0.964475556,-0.177511167,0.558198221,-0.376680866,-0.194884453,0.538081028
134,0.285590984,0.927519489,-0.554428011,-0.632687955,0.688325709,-0.535719594,0.01017137,0.696523364,0.506249137,-0.539549155
135,0.857230399,-0.368269513,0.660479337,0.626229091,-0.23712097,-0.636971619,0.751283974,0.898827966,0.87627834,-0.369631764
136,0.196184845,0.331216835,0.076993568,0.763270818,-0.988950876,-0.757450283,0.315164724,0.652711649,0.581906478,-0.434660828
137,0.121801496,0.067086607,-0.80260421,0.401229238,-0.796763085,-0.580972676,0.792577093,0.308468096,0.414987472,0.426391303
138,0.052055448,0.635593439,-0.780819715,-0.447145279,-0.13023625,0.941204405,0.619039538,0.092142238,-0.855695161,0.724275833
139,0.970190448,-0.62947298,0.147710062,-0.135991073,-0.220266324,0.419793774,0.516461986,-0.889973345,0.882408145,-0.787352959
140,0.015283645,-0.200964897,0.075970326,-0.974368155,0.191370978,-0.271962568,0.611000421,-0.787267761,-0.563018452,0.100655511
141,0.365576157,-0.643093479,-0.024990043,0.126076553,-0.161722546,-0.302855463,0.334714341,-0.85781159,0.197157588,0.296739029
142,0.203082435,-0.429131579,-0.361539728,0.341400533,-0.50265324,-0.570231536,0.026582958,-0.909390227,-0.883388475,-0.530426602
143,-0.522262644,0.258939654,0.359569729,-0.372795352,-0.178498497,-0.34530229,-0.643785201,0.701724152,-0.950286228,-0.847405571
144,-0.483668147,-0.399799437,0.723150709,0.895087337,0.798751396,0.496702781,0.125526811,0.960156654,-0.342255881,0.846190085
145,0.458619247,-0.112652077,0.694258086,-0.662393929,0.271430057,-0.016865093,-0.461831032,0.566273634,-0.581519494,-0.705566615
146,-0.094858337,0.46040188,-0.465452761,-0.119171779,0.447678651,-0.693535687,0.438030285,-0.414870523,-0.174634598,0.64478075
147,-0.649746463,0.336327073,0.21080681,0.143253513,0.025821291,-0.451105457,-0.613871505,-0.366706548,-0.381998762,-0.172963216
148,0.493396539,-0.376685997,0.661908092,0.949307934,0.289410731,-0.942329965,0.848599494,0.821454005,0.889007935,0.225041219
149,-0.790024719,-0.042843834,0.183326929,0.529542136,0.320782587,-0.244097658,-0.898894385,0.074910403,0.23972658,-0.863758997
150,0.729089898,-0.417179698,-0.602320634,-0.113889806,0.395469858,0.828780652,0.934218515,0.839217369,0.963251973,0.808264396
151,0.229289943,-0.635651573,0.545293995,-0.288275086,-0.123453402,-0.50452862,-0.815107052,0.45081334,-0.227577221,0.759086397
152,0.114319078,-0.278474834,-0.749749524,-0.927086023,0.223401716,-0.257684728,0.80733945,0.367495975,0.960414409,-0.605766255
153,-0.342445362,0.807600062,0.776421847,0.187760787,0.669687883,-0.160126847,-0.626016658,-0.996236085,0.855080649,-0.861080579
154,-0.093737109,-0.211904765,-0.381306476,0.923106551,-0.839078712,0.530846484,-0.594682096,-0.10449291,0.973071302,-0.685320853
155,0.000881945,0.559761055,0.298545919,-0.49453912,0.09638036,0.735920292,-0.422884033,0.440575613,0.617748566,-0.33308644
156,-0.638267278,-0.431682107,-0.475211228,0.694412506,0.392526465,0.573866938,0.597262546,-0.037307506,0.785749062,-0.639876453
157,0.059261206,0.707441534,-0.676873218,-0.574437158,0.150043322,0.591195453,-0.049757548,0.982502504,-0.659387662,-0.707034627
158,-0.849448509,-0.655515063,-0.788986073,-0.444218311,-0.362375401,0.655605448,0.541543636,-0.898070254,-0.120311342,-0.418849123
159,-0.444488135,-0.841471636,-0.124639215,-0.041229826,-0.426486862,0.789035968,0.984594049,-0.48189035,-0.02526914,0.872137776
160,-0.574600962,-0.415870045,-0.922958508,0.559999595,0.626757064,-0.934069814,0.622199069,-0.425451502,-0.577181836,-0.795079061
161,-0.430419038,0.680742356,0.917353949,0.801880721,0.381809261,0.990895312,0.268089565,0.192048034,0.090822349,0.446703765
162,0.790188206,0.890536161,0.015484269,0.886921307,-0.326068154,0.748400526,0.692020567,0.321089164,0.849710482,0.032802988
163,-0.107529353,-0.9100696,-0.27538544,-0.169569649,-0.918544475,-0.040706324,0.003389591,-0.570176206,-0.707961345,-0.176201044
164,0.55996978,0.516765815,0.758956562,-0.33177952,0.817223877,0.892237811,0.326429859,0.472424691,0.841580106,-0.17346944
165,0.76123807,-0.406224004,0.508950183,-0.434536542,0.670702117,0.974065698,0.023310738,-0.725913173,0.123966293,0.524088817
166,-0.173751581,0.302108878,0.519018507,-0.855556816,0.297788812,0.448527848,0.049276359,-0.276470439,0.833815066,-0.481646905
167,-0.872383039,-0.830020431,0.779200941,-0.858635047,-0.019213486,-0.011068001,-0.30599324,0.959106425,0.806534107,0.526379561
168,-0.329025017,0.95096215,-0.639299639,-0.682099662,-0.654230004,-0.60370981,0.618471877,-0.776644055,0.517644259,0.964809627
169,0.447451893,-0.972750137,0.572977041,-0.698273682,0.500758993,-0.878233119,-0.572050023,-0.907301886,-0.752272388,0.340238063
170,-0.324769333,0.077738903,0.094749399,0.504184515,0.962929664,0.90181239,-0.153972237,0.235732817,-0.326384842,0.179855785
171,0.260828245,0.931563603,-0.005108341,-0.808625876,-0.522487841,-0.832379208,-0.244732897,0.775741889,0.171044877,0.12619768
172,0.681229108,-0.797853112,-0.782438051,0.222984596,0.854671808,0.646760798,0.569301157,-0.806433104,-0.31914646,0.523593609
173,0.712263329,-0.486497315,0.173467279,-0.598111044,0.983024256,0.861092268,-0.270708832,-0.076259851,0.578879138,0.490594801
174,-0.217281438,0.790294442,0.794645122,0.006635032,-0.915288988,-0.994210882,0.463239918,0.935500195,-0.050987418,0.415654524
175,-0.239012229,-0.224111618,-0.624632324,-0.741799111,-0.364095011,-0.201216619,-0.239334961,-0.658595844,-0.535902063,0.973616488
176,0.790890852,0.58857089,0.059945608,-0.994154431,0.727995345,0.35944675,0.429662537,0.853007037,-0.73521887,-0.096738186
177,0.288631526,-0.30120648,0.339889272,0.28768457,-0.060399952,-0.255787765,-0.925883492,0.452336825,-0.89435855,-0.763565184
178,0.482157297,-0.722511386,0.565852547,-0.517927223,0.932496398,-0.195759946,-0.002881726,0.62150832,0.903853922,-0.522729362
179,0.210606893,0.301017967,-0.624592457,-0.159929289,-0.398218303,-0.53255266,0.442980748,-0.997426207,0.598569564,-0.058954476
180,0.806163223,0.088008616,0.132801719,0.430855347,-0.826622535,0.315326678,0.957036001,0.721589026,-0.450081753,-0.295353858
181,-0.41253969,0.890488095,-0.606794407,-0.798630636,0.645578517,-0.949103166,0.898117391,0.558394322,-0.274740179,-0.32284951
182,-0.61747978,0.143491493,-0.385180978,0.213673689,0.45050506,-0.766498203,-0.407815812,-0.210807834,0.039544243,-0.745397468
183,0.772901887,0.907267178,-0.677823111,-0.575136751,-0.711950934,0.327660979,-0.481347213,0.883338542,-0.526184237,-0.151852288
184,0.006678971,0.560505997,-0.80336108,0.789481502,-0.030183595,0.998572474,0.847947959,-0.375451383,-0.055232073,-0.05337832
185,0.754115086,-0.763431091,-0.48487459,0.126396067,0.42249572,0.762669192,0.464078472,-0.38483659,-0.652932131,0.055444015
186,-0.621612755,0.674223618,-0.316776016,-0.504550432,-0.815468403,0.593400342,0.479446643,0.692811874,0.972495185,0.253907219
187,0.516206105,-0.825681365,0.708092661,0.461311636,0.632268428,0.641359869,0.186872736,-0.463350972,0.534711094,0.752052183
188,0.448997785,0.497199925,-0.752139766,-0.467335366,-0.555106787,-0.905732627,-0.839477123,-0.205399816,-0.035052513,0.358314073
189,0.887449637,-0.869636686,-0.3041126,0.508514443,0.677799335,0.076056537,0.602726632,-0.823442903,-0.338519813,0.448128021
190,0.095293174,-0.844608861,-0.35157524,0.91588656,-0.686215152,0.148728908,-0.477682236,-0.811909161,-0.624025243,-0.636304555
191,0.423487735,-0.789832463,-0.056273072,-0.037527436,0.298731049,-0.907901738,-0.433792447,0.558158871,-0.196934766,-0.844288963
192,-0.2221898,-0.18662729,0.70239352,0.818989333,0.512779994,-0.862819159,0.42831418,0.936753083,-0.358372427,-0.855605193
193,-0.798253748,0.949929026,-0.35595511,0.980210853,-0.271095993,0.677986834,0.736430108,0.258198871,-0.498461458,-0.891874811
194,0.854604177,-0.670333008,0.116314664,-0.535165471,0.863277003,-0.398520922,0.40264609,0.321766503,0.054723853,0.034546811
195,-0.433534999,0.006100471,0.411429192,-0.436442836,-0.410933473,-0.520950278,-0.876439916,-0.03521171,0.576876505,0.628103137
196,0.181146318,-0.596891592,-0.218525209,0.407850542,-0.308646497,0.985248703,-0.12517813,0.525804868,-0.161124978,-0.101903195
197,-0.77927879,-0.600556303,0.648474783,0.667194861,-0.14485327,-0.447507411,-0.338703535,-0.476029695,-0.863476265,0.117789776
198,0.681014064,-0.643729778,0.813062847,-0.068642191,0.225517184,0.981079816,0.808410253,-0.153673375,-0.113535723,-0.440239787
199,-0.364072631,-0.452266636,-0.165765914,-0.218631138,-0.047286557,-0.713529802,-0.119766302,-0.055235436,0.35017952,0.780188075
200,0.565702674,-0.738759519,-0.441735983,-0.812223636,0.337167324,-0.932028554,-0.23005949,0.479454875,0.502914459,0.431698557
201,-0.464983585,0.717383173,0.462996138,0.506531083,-0.953999304,-0.653175755,0.396279947,0.233419954,0.643096042,-0.553823215
202,-0.56270943,0.290320724,0.720980207,0.585931542,-0.741428214,0.98930766,0.747925065,-0.288043737,-0.509317599,0.071789997
203,0.033593673,0.205597332,-0.314579471,-0.091644848,0.743755083,0.074819691,0.443158709,-0.942642121,-0.246794695,0.325058194
204,-0.462098816,0.943961424,-0.014155642,-0.278355869,0.408803655,-0.244375038,-0.115895751,0.324049921,0.694443285,0.696141067
205,-0.637663345,-0.246685533,0.70770656,-0.278515259,0.50082891,0.052823906,-0.063232301,-0.900517087,0.492230552,-0.701633794
206,0.037152275,0.638228974,-0.225493999,-0.877662933,0.032379135,-0.627002187,0.732655789,-0.259533735,0.176489764,0.340198797
207,0.125565872,-0.546522481,0.453015057,-0.084236443,0.165148352,-0.678146472,-0.759749538,-0.924662704,-0.744445358,0.523271359
