time,random_input,value,random_output
93,0.2,0.592532355,0.13551375
94,0.2,0.666876555,-0.243246202
95,0.2,0.74053452,0.197021977
96,0.2,0.806690532,-0.532082551
97,0.2,0.861848318,0.240738693
98,0.2,0.905053758,0.374423688
99,0.2,0.936798417,-0.066238186
100,0.2,0.958238608,-0.293595366
101,0.2,0.970768554,-0.383267383
102,0.2,0.975846426,-0.487068912
103,0.2,0.974957402,-0.251122842
104,0.2,0.969646668,-0.284477413
105,0.2,0.96160446,0.38724748
106,0.2,0.952797196,0.005289962
107,0.2,0.945618619,0.45002238
108,0.2,0.942959415,-0.051907623
109,0.2,0.947971577,0.299437275
110,0.2,0.963290844,-0.018862292
111,0.2,0.989782584,0.433983834
112,0.2,1.025292613,0.310305259
113,0.2,1.064266109,0.333061207
114,0.2,1.099444191,-0.298042932
115,0.2,1.125280048,-0.14658176
116,0.2,1.140108416,-0.030269666
117,0.2,1.145536583,0.495376845
118,0.2,1.144649342,-0.443923019
119,0.2,1.140653438,-0.195354668
120,0.2,1.136236514,0.09178726
121,0.2,1.133344421,0.387626239
122,0.2,1.133118872,0.463434519
123,0.2,1.135882335,0.207580895
124,0.2,1.14114664,0.417823023
125,0.2,1.14764112,-0.217949878
126,0.2,1.153322596,0.347468361
127,0.2,1.1553181,0.042428015
128,0.2,1.149950943,0.325890066
129,0.2,1.133487901,-0.127363756
130,0.2,1.104112522,0.354548658
131,0.2,1.063627214,0.076732923
132,0.2,1.016554576,0.466904473
133,0.2,0.967680501,-0.299623618
134,0.2,0.920565867,-0.419799191
135,0.2,0.877336732,0.469153328
136,0.2,0.838942977,0.558681177
137,0.2,0.805440268,0.349830197
138,0.2,0.776232011,0.135632624
139,0.2,0.750313678,0.250002195
140,0.2,0.726542446,0.555354634
141,0.2,0.70391218,0.358595266
142,0.2,0.681789197,0.542713137
143,0.2,0.660075704,-0.554632441
144,0.2,0.639316358,0.389141333
145,0.2,0.620816688,-0.293803966
146,0.2,0.606827579,-0.293400252
147,0.2,0.600685165,0.172518042
148,0.2,0.606492836,0.232960346
149,0.2,0.627816572,0.179888873
150,0.2,0.66557729,-0.04069497
151,0.2,0.716766152,-0.217028243
152,0.2,0.775577014,-0.037809084
153,0.2,0.836015583,0.317321886
154,0.2,0.893717368,0.557384493
155,0.2,0.946245533,-0.1372988
156,0.2,0.992568587,0.168588775
157,0.2,1.032438315,-0.335019719
158,0.2,1.065954904,0.015971574
159,0.2,1.093345377,0.096419399
160,0.2,1.114901007,0.042527553
161,0.2,1.131013244,0.047018336
162,0.2,1.142264934,-0.526054068
163,0.2,1.14955728,-0.02364683
164,0.2,1.154260551,-0.334447438
165,0.2,1.158333966,0.134282433
166,0.2,1.164258407,-0.497496302
167,0.2,1.174546552,-0.306708581
168,0.2,1.190704443,0.28181891
169,0.2,1.211871869,-0.074747451
170,0.2,1.233864471,0.017601445
171,0.2,1.249842644,0.537588983
172,0.2,1.253202491,-0.415514081
173,0.2,1.240736359,-0.210069584
174,0.2,1.213327998,0.491141753
175,0.2,1.174356505,-0.544118827
176,0.2,1.127832211,0.376661146
177,0.2,1.077336327,0.273003868
178,0.2,1.025678122,0.206378581
179,0.2,0.974899939,0.415608549
180,0.2,0.926377619,0.267595408
181,0.2,0.880896439,-0.539528319
182,0.2,0.838661628,-0.415996303
183,0.2,0.799267722,-0.45374506
184,0.2,0.761735598,-0.161994925
185,0.2,0.724783435,0.340331936
186,0.2,0.687389627,0.192939505
187,0.2,0.649396498,0.518990262
188,0.2,0.611715321,-0.40760048
189,0.2,0.576015435,0.456946686
190,0.2,0.54429865,0.556244785
191,0.2,0.518756874,-0.125248829
192,0.2,0.501903054,0.456388835
193,0.2,0.496693232,0.097151126
194,0.2,0.506260247,0.414284097
195,0.2,0.532925782,-0.237754104
196,0.2,0.576673275,0.024144838
197,0.2,0.634209186,-0.108210545
198,0.2,0.699767398,-0.472413393
199,0.2,0.767174216,0.48338438
200,0.2,0.831531422,0.411871865
201,0.2,0.889688171,-0.380863902
202,0.2,0.93987388,0.47397561
203,0.2,0.981160881,-0.47276466
204,0.2,1.013147402,0.139642248
205,0.2,1.035904626,0.098774853
206,0.2,1.050019044,-0.212967142
207,0.2,1.056578063,-0.30103859
208,0.2,1.057098151,0.252723382
209,0.2,1.053471377,0.081789878
210,0.2,1.047965791,0.203890606
211,0.2,1.043235412,-0.512342776
212,0.2,1.042219283,-0.319244426
213,0.2,1.047776653,0.201194496
214,0.2,1.061990646,-0.256522258
215,0.2,1.085234534,0.366425019
216,0.2,1.115195938,0.097365665
217,0.2,1.146374858,0.001017541
218,0.2,1.171233629,0.380251593
219,0.2,1.18339979,-0.124344947
220,0.2,1.180566459,0.546674767
221,0.2,1.16457541,-0.054522637
222,0.2,1.13945303,-0.411649355
223,0.2,1.109525816,-0.445188925
224,0.2,1.078462994,-0.242420981
225,0.2,1.049002299,-0.04131255
226,0.2,1.022939182,0.461355324
227,0.2,1.001132224,-0.364062266
228,0.2,0.983450904,0.048104098
229,0.2,0.968708998,-0.194486625
230,0.2,0.954698386,0.265187213
231,0.2,0.938470179,-0.497785501
232,0.2,0.917014961,-0.34779308
233,0.2,0.888378038,0.431461139
234,0.2,0.852752398,-0.146036771
235,0.2,0.812597169,0.552829417
236,0.2,0.7715556,0.142695454
237,0.2,0.73323436,0.204945776
238,0.2,0.700678415,-0.36510266
239,0.2,0.676344239,0.346713976
240,0.2,0.662085471,0.433959747
241,0.2,0.65894261,-0.351585745
242,0.2,0.666849267,-0.445476984
243,0.2,0.684540597,-0.244893176
244,0.2,0.709858581,0.335540223
245,0.2,0.740362886,-0.065325051
246,0.2,0.773971954,0.073450254
247,0.2,0.809419107,0.173974306
248,0.2,0.846432951,-0.454427432
249,0.2,0.885546163,-0.429671373
250,0.2,0.927371046,0.510719523
251,0.2,0.971443256,-0.326028266
252,0.2,1.015527751,0.078896846
253,0.2,1.056382377,0.349108088
254,0.2,1.091371017,-0.171337225
255,0.2,1.119425216,-0.125304186
256,0.2,1.140995899,0.244687788
257,0.2,1.157558285,-0.034959293
258,0.2,1.171094849,-0.085159925
259,0.2,1.183650469,-0.084419033
260,0.2,1.196946298,-0.124447939
261,0.2,1.212066669,0.488704021
262,0.2,1.229261765,-0.283218854
263,0.2,1.247891663,0.557471486
264,0.2,1.266490715,0.245401332
265,0.2,1.282872348,-0.378864053
266,0.2,1.294166736,-0.400596952
267,0.2,1.296837857,0.123636543
268,0.2,1.2871687,0.065498967
269,0.2,1.262781469,-0.012109849
270,0.2,1.224300874,-0.078571617
271,0.2,1.175171291,-0.168507781
272,0.2,1.119804097,-0.14978855
273,0.2,1.061989309,0.370839988
274,0.2,1.004333766,0.281080674
275,0.2,0.948322864,-0.092631124
276,0.2,0.894574112,0.182629773
277,0.2,0.843118715,-0.154788807
278,0.2,0.793680892,-0.111338533
279,0.2,0.745935726,0.268002204
280,0.2,0.699703573,0.224306947
281,0.2,0.655043065,0.434053342
282,0.2,0.612247284,-0.504906173
283,0.2,0.57179711,-0.263046417
284,0.2,0.534344243,-0.372000741
285,0.2,0.500775425,-0.313707608
286,0.2,0.472368049,0.037944609
287,0.2,0.451009511,0.0422266
288,0.2,0.439410704,0.487899435
289,0.2,0.441111946,-0.219563841
290,0.2,0.459840938,-0.422478784
291,0.2,0.497840878,-0.485756275
292,0.2,0.553801931,-0.49984961
293,0.2,0.62229463,-0.040893524
294,0.2,0.695667779,0.038509947
295,0.2,0.766787524,0.524185718
296,0.2,0.830614914,0.004817643
297,0.2,0.884360106,-0.470972951
298,0.2,0.926963856,-0.472646944
299,0.2,0.958501174,0.263372727
300,0.2,0.979723055,6.63E-06
301,0.2,0.991760138,0.235751044
302,0.2,0.995961516,-0.123204873
303,0.2,0.993840216,-0.456186699
304,0.2,0.987102985,0.077128368
305,0.2,0.977744216,-0.420294543
306,0.2,0.968170497,-0.400773814
307,0.2,0.961270333,0.433264484
308,0.2,0.960260912,-0.246539114
309,0.2,0.968142215,-0.407427187
310,0.2,0.986790669,-0.28127243
311,0.2,1.015936005,0.288758768
312,0.2,1.052283777,0.418992011
313,0.2,1.089479241,0.041409033
314,0.2,1.120146874,-0.2200826
315,0.2,1.139366462,0.316329434
316,0.2,1.146456081,-0.161647337
317,0.2,1.143919312,0.368992069
318,0.2,1.135468878,-0.523039897
319,0.2,1.124696228,-0.21208799
320,0.2,1.114509359,0.019393551
321,0.2,1.106957113,0.411051186
322,0.2,1.103162574,-0.2615946
323,0.2,1.103271634,0.010430282
324,0.2,1.106433638,0.348888735
325,0.2,1.110848063,-0.135988772
326,0.2,1.113851787,0.380901683
327,0.2,1.112020878,-0.460409075
328,0.2,1.101536293,-0.166387888
329,0.2,1.079401816,-0.002119176
330,0.2,1.04535917,-0.484827242
331,0.2,1.002563411,0.198377516
332,0.2,0.955896725,-0.155247686
333,0.2,0.909829719,0.530088753
334,0.2,0.867511372,-0.001428428
335,0.2,0.830773354,0.164013232
336,0.2,0.800343701,-0.3633742
337,0.2,0.776024431,0.203515845
338,0.2,0.756868682,-0.278189384
339,0.2,0.741432339,0.095327746
340,0.2,0.728115617,0.201446543
341,0.2,0.715544196,-0.250684602
342,0.2,0.702908699,0.476639541
343,0.2,0.690201944,-0.1096106
344,0.2,0.678364082,-0.445297169
345,0.2,0.66940532,-0.373104401
346,0.2,0.666495567,-0.23497734
347,0.2,0.673702469,0.014974267
348,0.2,0.694769344,-0.546392443
349,0.2,0.730915095,0.088054515
350,0.2,0.779345428,0.319184807
351,0.2,0.834382372,-0.504822169
352,0.2,0.890260891,0.26422544
353,0.2,0.943034038,-0.450234588
354,0.2,0.990796833,0.358428299
355,0.2,1.03305116,0.463126422
356,0.2,1.070002941,0.009729799
357,0.2,1.10208095,-0.405387756
358,0.2,1.129689481,-0.229544489
359,0.2,1.153133372,0.040797992
360,0.2,1.172657017,-0.536443894
361,0.2,1.188556784,0.40486131
362,0.2,1.201339796,0.265909697
363,0.2,1.211902981,0.287361018
364,0.2,1.221668733,0.43498314
365,0.2,1.232503658,-0.249795325
366,0.2,1.246123983,0.266842408
367,0.2,1.262819392,0.31999277
368,0.2,1.279988254,-0.265722843
369,0.2,1.291931617,0.518648321
370,0.2,1.292172092,-0.310714922
371,0.2,1.276896439,0.036908726
372,0.2,1.246320462,-0.045492131
373,0.2,1.203410576,-0.46909723
374,0.2,1.151986033,-0.029198907
375,0.2,1.09555872,-0.007772066
376,0.2,1.036933819,0.182899631
377,0.2,0.978197188,0.338093315
378,0.2,0.920824778,0.440376516
379,0.2,0.865795989,-0.150248426
380,0.2,0.813670855,0.411473817
381,0.2,0.764626022,0.438872862
382,0.2,0.718474965,0.154093786
383,0.2,0.674743062,-0.373869169
384,0.2,0.632888086,-0.406628669
385,0.2,0.592655331,-0.212877289
386,0.2,0.554363086,-0.339278088
387,0.2,0.518915088,-0.063999211
388,0.2,0.487637296,-0.425971532
389,0.2,0.462219822,0.323842906
390,0.2,0.444876441,0.395907673
391,0.2,0.438584217,0.327694486
392,0.2,0.447050911,-0.503634858
393,0.2,0.473836454,0.167924136
394,0.2,0.520286116,-0.382122323
395,0.2,0.583379737,0.133219613
396,0.2,0.655926209,0.087535923
397,0.2,0.729536266,0.036889107
398,0.2,0.797631891,0.341277283
399,0.2,0.856439424,0.114466221
400,0.2,0.904440265,0.165486576
401,0.2,0.941460487,0.00025129
402,0.2,0.968008926,0.285939226
403,0.2,0.984953678,0.455081137
404,0.2,0.993415183,-0.146028444
405,0.2,0.994738414,0.418638049
406,0.2,0.990486766,-0.289862681
407,0.2,0.982470165,-0.486378569
408,0.2,0.972826692,-0.511981658
409,0.2,0.964133471,-0.483483887
410,0.2,0.959437547,-0.023830502
411,0.2,0.961997277,0.025790415
412,0.2,0.974553552,0.457290648
413,0.2,0.99822875,0.260900596
414,0.2,1.031413246,0.081942773
415,0.2,1.069176444,0.514537208
416,0.2,1.104270485,0.470283722
417,0.2,1.130186079,-0.454256792
418,0.2,1.144023767,0.1903783
419,0.2,1.146741476,0.082611214
420,0.2,1.141490051,0.095627156
421,0.2,1.131950245,-0.030469418
422,0.2,1.121409402,-0.33535436
423,0.2,1.112395694,-0.499869805
424,0.2,1.106553669,0.076932011
425,0.2,1.104585051,0.263938054
426,0.2,1.106212683,-0.378293873
427,0.2,1.110188507,0.215367215
428,0.2,1.114348841,0.409241519
429,0.2,1.11567732,-0.244345615
430,0.2,1.110453236,-0.384172544
431,0.2,1.094956629,0.271540708
432,0.2,1.067194135,-0.254984448
433,0.2,1.028560613,0.36916975
434,0.2,0.983308418,0.438849643
435,0.2,0.936303547,0.240847582
436,0.2,0.891417178,-0.277663129
437,0.2,0.851160221,-0.00636985
438,0.2,0.816844124,0.412652933
439,0.2,0.78877762,-0.37655844
440,0.2,0.766427973,-0.076890286
441,0.2,0.748620735,0.139846321
442,0.2,0.733829131,-0.163698615
443,0.2,0.720535012,0.185809392
444,0.2,0.707593566,-0.158585869
445,0.2,0.69452787,0.175345618
446,0.2,0.681723511,0.347748473
447,0.2,0.670565942,-0.275939586
448,0.2,0.663573235,-0.485355196
449,0.2,0.664395309,-0.495056783
450,0.2,0.677193222,-0.483730521
451,0.2,0.70490058,-0.037041498
452,0.2,0.747048278,0.225180684
453,0.2,0.799300011,-0.088285255
454,0.2,0.855585535,0.442020496
455,0.2,0.91076345,-0.257067747
456,0.2,0.961774936,0.539112389
457,0.2,1.007384314,0.145625042
458,0.2,1.047453287,0.33099643
459,0.2,1.082319334,0.212132032
460,0.2,1.11241828,0.332794804
461,0.2,1.138116876,0.419667615
462,0.2,1.159691384,0.413513856
463,0.2,1.177401456,-0.031952083
464,0.2,1.191625606,-0.290836611
465,0.2,1.20303427,-0.05967744
466,0.2,1.212764913,-0.076071961
467,0.2,1.222496239,0.035638424
468,0.2,1.23418726,0.059827822
469,0.2,1.249193606,0.267475209
470,0.2,1.266800006,-0.024146814
471,0.2,1.283049243,-0.176539488
472,0.2,1.291486335,0.485923218
473,0.2,1.286282412,-0.096014871
474,0.2,1.265190796,0.436928308
475,0.2,1.229730144,-0.180624357
476,0.2,1.183399523,0.482125959
477,0.2,1.129992591,-0.295295616
478,0.2,1.072769853,0.432489578
479,0.2,1.014251396,-0.430558439
480,0.2,0.956273449,0.410082873
481,0.2,0.900107192,0.122153891
482,0.2,0.846559038,-0.485086369
483,0.2,0.796028368,0.294807502
484,0.2,0.748529106,0.256520207
485,0.2,0.703719938,-0.351783821
486,0.2,0.661033632,-0.521593057
487,0.2,0.619974978,0.240136793
488,0.2,0.580491908,0.034736261
489,0.2,0.543165283,0.482728623
490,0.2,0.50911132,0.205812069
491,0.2,0.479817439,-0.218393294
492,0.2,0.457164513,-0.302857553
493,0.2,0.443641643,0.271505041
494,0.2,0.442529682,0.47678144
495,0.2,0.457611464,-0.405225156
496,0.2,0.491837079,0.142212702
497,0.2,0.545025941,0.154278537
498,0.2,0.612395968,-0.155804607
499,0.2,0.685973895,0.523604862
500,0.2,0.757897407,0.23472152
501,0.2,0.822695646,0.234442693
502,0.2,0.877554488,0.194149019
503,0.2,0.92153489,-0.362125216
504,0.2,0.954739273,0.437685015
505,0.2,0.977796847,-0.340415362
506,0.2,0.991648237,0.372698274
507,0.2,0.997484011,-0.061238052
508,0.2,0.99672529,0.493717101
509,0.2,0.991024081,0.529377459
510,0.2,0.982307514,-0.13892617
511,0.2,0.972873473,-0.432545044
512,0.2,0.965485005,-0.358974207
513,0.2,0.963313747,0.42975758
514,0.2,0.969511622,0.493125975
515,0.2,0.986316035,-0.459678012
516,0.2,1.013904945,-0.173852989
517,0.2,1.049397853,0.173604016
518,0.2,1.086717636,0.191309038
519,0.2,1.118451049,0.31035095
520,0.2,1.139236389,0.316579515
521,0.2,1.147782358,-0.136108812
522,0.2,1.146149354,-0.482180155
523,0.2,1.137888507,-0.236751622
524,0.2,1.126634793,0.219976664
525,0.2,1.115435869,0.193839046
526,0.2,1.106513191,-0.330750704
527,0.2,1.1011777,0.056135416
528,0.2,1.099778059,-0.343546405
529,0.2,1.101671887,0.510718767
530,0.2,1.105246194,0.55446843
531,0.2,1.107978401,0.29618291
532,0.2,1.106523078,-0.499031288
533,0.2,1.097034803,-0.300950664
534,0.2,1.076290742,-0.363296605
535,0.2,1.043606027,0.242572169
536,0.2,1.001745191,-0.502754405
537,0.2,0.955451737,0.262961552
538,0.2,0.909272578,0.418823645
539,0.2,0.866521768,-0.492238323
540,0.2,0.829219319,-0.34579123
541,0.2,0.798285607,0.427857304
542,0.2,0.773703304,-0.070137742
543,0.2,0.754668947,0.554889041
544,0.2,0.739816244,0.219119459
545,0.2,0.727538324,0.372963759
546,0.2,0.716366987,0.427780254
547,0.2,0.705332147,-0.463811475
548,0.2,0.694237031,0.506022978
549,0.2,0.683841789,0.541742405
550,0.2,0.676006891,-0.476080069
551,0.2,0.673789635,0.260048316
552,0.2,0.68120339,0.032070783
553,0.2,0.702045723,-0.087681182
554,0.2,0.737717763,0.498657248
555,0.2,0.785634965,-0.004400886
556,0.2,0.840213885,0.405660533
557,0.2,0.89565807,-0.055193338
558,0.2,0.947958818,0.226002549
559,0.2,0.99518914,0.40948848
560,0.2,1.036879273,0.19038211
561,0.2,1.07329589,0.026816153
562,0.2,1.104939501,0.544204182
563,0.2,1.132280685,-0.250808179
564,0.2,1.155673591,0.433841234
565,0.2,1.175386071,0.152703204
566,0.2,1.191705283,-0.24658423
567,0.2,1.205093207,0.435420387
568,0.2,1.216367042,-0.05468557
569,0.2,1.226841074,-0.050213629
570,0.2,1.238256647,-0.411858445
571,0.2,1.252198515,-0.439378143
572,0.2,1.268815021,-0.108483587
573,0.2,1.285351455,-0.547361506
574,0.2,1.296027972,-0.146844285
575,0.2,1.294515734,-0.265058679
576,0.2,1.277369074,-0.448218304
577,0.2,1.245157189,-0.018680474
578,0.2,1.201013557,0.321436315
579,0.2,1.148751048,-0.333071626
580,0.2,1.091788525,0.33026084
581,0.2,1.032819049,-0.45058789
582,0.2,0.97382997,0.518757901
583,0.2,0.916223119,0.140413431
584,0.2,0.860929488,0.375605756
585,0.2,0.80848561,0.392489246
586,0.2,0.759070032,0.179020268
587,0.2,0.712525187,0.380531623
588,0.2,0.668430549,0.532965857
589,0.2,0.626311033,-0.403741959
590,0.2,0.585970005,-0.368742182
591,0.2,0.547755096,0.34434428
592,0.2,0.512569288,0.240762295
593,0.2,0.48172689,0.161820473
594,0.2,0.456920087,-0.191242641
595,0.2,0.440392845,0.015798308
596,0.2,0.435176211,-0.516284045
597,0.2,0.445019899,0.229381381
598,0.2,0.473433838,-0.516264737
599,0.2,0.521539571,0.216311451
600,0.2,0.585964277,-0.088467074
601,0.2,0.659239501,0.165495507
602,0.2,0.732922582,0.204396621
603,0.2,0.800555921,-0.390271449
604,0.2,0.85853563,0.157443673
605,0.2,0.905491683,0.448506985
606,0.2,0.941365064,-0.058972029
607,0.2,0.966753962,0.4731727
608,0.2,0.982596738,0.053967811
609,0.2,0.990066543,0.227057783
610,0.2,0.990545037,-0.017061434
611,0.2,0.985621359,0.04138886
612,0.2,0.977128024,-0.34567998
613,0.2,0.967229875,0.510828529
614,0.2,0.958537543,-0.321782495
615,0.2,0.954129269,-0.175164664
616,0.2,0.957266019,0.142050411
617,0.2,0.970627869,0.462851456
618,0.2,0.995193713,0.5052824
619,0.2,1.029140959,-0.296415845
620,0.2,1.067332304,0.028465265
621,0.2,1.102480392,-0.355760478
622,0.2,1.128289405,0.546414503
623,0.2,1.142169973,0.094318946
624,0.2,1.14527927,-0.366667032
625,0.2,1.140811287,-0.184904793
626,0.2,1.132395127,0.150379856
627,0.2,1.123230092,0.486210461
628,0.2,1.115745248,0.081804981
629,0.2,1.11148033,-0.065941149
630,0.2,1.111029687,-0.106110304
631,0.2,1.114017613,0.54297921
632,0.2,1.119124468,0.339179685
633,0.2,1.124152374,0.430045207
634,0.2,1.126074672,-0.44550526
635,0.2,1.121155901,-0.516665841
636,0.2,1.105662333,-0.066265424
637,0.2,1.077649727,-0.193266791
638,0.2,1.038640125,0.010471878
639,0.2,0.992994986,0.113274787
640,0.2,0.945603375,0.341913372
641,0.2,0.900292836,0.309343865
642,0.2,0.859497213,-0.322486322
643,0.2,0.824436242,-0.144225016
644,0.2,0.795329243,-0.557446051
645,0.2,0.771578024,0.258390649
646,0.2,0.751987579,0.401178613
647,0.2,0.735066828,0.449943623
648,0.2,0.719385632,0.37520688
649,0.2,0.703918743,0.200864873
650,0.2,0.688306581,0.396508536
651,0.2,0.673014771,-0.193940261
652,0.2,0.659450622,-0.09288599
653,0.2,0.650099788,-0.012099378
654,0.2,0.648564418,-0.553683488
655,0.2,0.659034714,0.111154863
656,0.2,0.6846711,0.142436382
657,0.2,0.72541806,-0.082901189
658,0.2,0.777281518,0.489323962
659,0.2,0.834212581,0.437838794
660,0.2,0.890808233,-0.212474027
661,0.2,0.943659809,-0.26301811
662,0.2,0.991226377,-0.306150569
663,0.2,1.033145322,0.093228454
664,0.2,1.069601445,-0.017019824
665,0.2,1.100931167,-0.022284535
666,0.2,1.127440873,0.068405718
667,0.2,1.149377904,0.181174099
668,0.2,1.167001159,-0.123357338
669,0.2,1.180713135,-0.130698083
670,0.2,1.191227621,0.302357204
671,0.2,1.199743194,0.302729904
672,0.2,1.208036053,0.439727366
673,0.2,1.218264255,0.526801575
674,0.2,1.232207225,-0.316056509
675,0.2,1.249900525,0.036701604
676,0.2,1.26829103,0.117056096
677,0.2,1.281314587,-0.2851965
678,0.2,1.282409839,0.026411278
679,0.2,1.267876449,0.30442513
680,0.2,1.238053024,-0.417563134
681,0.2,1.195976628,0.550458436
682,0.2,1.145510973,0.470428348
683,0.2,1.090207064,-0.496974138
684,0.2,1.032904124,0.178605063
685,0.2,0.975710316,0.112922349
686,0.2,0.920105471,0.415958444
687,0.2,0.867046616,0.056950394
688,0.2,0.817032925,-0.231346703
689,0.2,0.770126518,-0.157098355
690,0.2,0.725969342,-0.094331002
691,0.2,0.683892764,-0.148396264
692,0.2,0.643216299,-0.10574874
693,0.2,0.603674167,-0.11442191
694,0.2,0.565697168,0.248660253
695,0.2,0.530354067,-0.347282248
696,0.2,0.499124924,0.105464952
697,0.2,0.473823774,0.075824461
698,0.2,0.456757187,0.464167867
699,0.2,0.450943584,-0.317639759
700,0.2,0.460020008,-0.142042513
701,0.2,0.487294509,0.145010983
702,0.2,0.533736861,-0.09131074
703,0.2,0.596112035,-0.38277799
704,0.2,0.667426007,-0.319499787
705,0.2,0.739765469,-0.349508384
706,0.2,0.806971558,-0.132428189
707,0.2,0.86546139,0.109488905
708,0.2,0.91370112,-0.173580441
709,0.2,0.951381534,0.324661136
710,0.2,0.978837263,0.52060867
711,0.2,0.996783116,-0.020860391
712,0.2,1.006237613,-0.411847116
713,0.2,1.008497385,0.307124475
714,0.2,1.005118942,0.392072595
715,0.2,0.997933135,0.079557775
716,0.2,0.9891139,0.425283332
717,0.2,0.981271092,0.346053088
718,0.2,0.977451195,-0.344010729
719,0.2,0.980843285,-0.133379118
720,0.2,0.994038495,-0.301554749
721,0.2,1.017953871,-0.450855678
722,0.2,1.050745568,-0.160871956
723,0.2,1.087251668,-0.365346921
724,0.2,1.120088581,0.263316628
725,0.2,1.142802571,-0.255066648
726,0.2,1.152717073,-0.181142604
727,0.2,1.151064683,0.03750193
728,0.2,1.141227858,-0.407077819
729,0.2,1.127044437,0.477595555
730,0.2,1.111897302,0.419649338
731,0.2,1.09837728,-0.033626412
732,0.2,1.088182052,0.049137892
733,0.2,1.082061855,-0.345154545
734,0.2,1.079764171,-0.425655588
735,0.2,1.080005981,0.394272772
736,0.2,1.080506926,0.334890585
737,0.2,1.078098084,0.448187825
738,0.2,1.069035797,-0.076347854
739,0.2,1.049933532,0.183311972
740,0.2,1.019475655,0.064668637
741,0.2,0.979626443,0.233146358
742,0.2,0.934717741,-0.206549648
743,0.2,0.889361352,-0.318699214
744,0.2,0.847171341,0.344952603
745,0.2,0.810543049,-0.061465479
746,0.2,0.780796651,-0.299521361
747,0.2,0.758297664,0.12431002
748,0.2,0.742539825,-0.092931956
749,0.2,0.732294822,0.112691165
750,0.2,0.725892483,0.399499348
751,0.2,0.72160829,-0.00732876
752,0.2,0.718081154,0.481831653
753,0.2,0.714683287,0.540244396
754,0.2,0.711800563,-0.286278144
755,0.2,0.711026479,0.53197272
756,0.2,0.715234329,0.147956413
757,0.2,0.728240883,-0.251198491
758,0.2,0.753496426,-0.458817457
759,0.2,0.791854411,0.451707272
760,0.2,0.840239302,-0.218757858
