time,input,value,zeros
397,0.025841938,0.186805888,0
398,0.014598254,0.165401882,0
399,-0.192462501,0.166615647,0
400,-0.053440149,0.111285619,0
401,0.07449691,0.135501704,0
402,-0.033348511,0.161366359,0
403,0.102810499,0.155819296,0
404,0.110317947,0.168047162,0
405,0.029434808,0.14155808,0
406,-0.124520483,0.161081956,0
407,0.103306134,0.15600972,0
408,-0.162926763,0.160942752,0
409,0.048943411,0.207536156,0
410,-0.033634719,0.174516519,0
411,0.110604348,0.162753035,0
412,0.123121121,0.156717298,0
413,0.186918528,0.178892262,0
414,-0.1136387,0.199518487,0
415,0.146803564,0.171792492,0
416,-0.033232789,0.138975666,0
417,0.005211486,0.148409094,0
418,0.109974928,0.155864264,0
419,-0.146982673,0.168042405,0
420,-0.035236943,0.171737858,0
421,0.064819029,0.159866901,0
422,0.163087907,0.173118512,0
423,-0.062203345,0.212084439,0
424,-0.157902774,0.192249315,0
425,0.172938369,0.139169406,0
426,-0.120026691,0.144677691,0
427,-0.178392677,0.15451104,0
428,-0.02966397,0.129837113,0
429,-0.064481672,0.156172284,0
430,-0.089759479,0.163014673,0
431,0.065396217,0.153419727,0
432,0.113558439,0.174437522,0
433,-0.024121053,0.155861401,0
434,0.172129547,0.16465489,0
435,-0.091117118,0.206691656,0
436,0.063611612,0.194981435,0
437,-0.047884282,0.157593549,0
438,0.174156311,0.162462701,0
439,0.094200372,0.145616305,0
440,0.036036181,0.143224378,0
441,0.125860966,0.158382316,0
442,0.152963532,0.182130223,0
443,0.098176523,0.164327038,0
444,0.000716624,0.188450733,0
445,0.195400589,0.172491961,0
446,0.02210722,0.18479236,0
447,0.151880733,0.169182709,0
448,0.052175706,0.204567024,0
449,0.045286213,0.186265417,0
450,-0.18655628,0.174661285,0
451,-0.098119726,0.132768867,0
452,0.11038752,0.128998805,0
453,0.199298,0.165962699,0
454,0.184047361,0.164177434,0
455,0.100371525,0.217020335,0
456,0.072201544,0.187189368,0
457,-0.101245418,0.188805157,0
458,0.042625191,0.165242102,0
459,0.029588225,0.166605349,0
460,-0.180162037,0.155791877,0
461,-0.050871942,0.186282316,0
462,0.15790722,0.16353812,0
463,-0.043291302,0.210663707,0
464,0.006778108,0.170263363,0
465,-0.129887969,0.16752027,0
466,-0.122957815,0.150946625,0
467,0.018603478,0.17698148,0
468,-0.042751664,0.169449764,0
469,0.050078999,0.163493608,0
470,0.028881909,0.149533595,0
471,-0.143752372,0.15543136,0
472,-0.084291332,0.125619409,0
473,-0.199755138,0.153459628,0
474,0.182145487,0.156150966,0
475,-0.04023602,0.123604345,0
476,0.190821418,0.1539251,0
477,0.00470968,0.163259621,0
478,-0.013135525,0.161034027,0
479,0.089534197,0.159445418,0
480,-0.143170579,0.163682577,0
481,0.009431112,0.192380406,0
482,0.024168448,0.171455801,0
483,0.064137122,0.157897812,0
484,-0.051093719,0.17754699,0
485,-0.145539203,0.170766685,0
486,-0.17044763,0.123842934,0
487,0.104604872,0.146111996,0
488,0.081117965,0.153638036,0
489,0.105558105,0.169405517,0
490,-0.137177497,0.141931274,0
491,0.039737843,0.152028602,0
492,0.105336715,0.158942576,0
493,0.165061195,0.170151601,0
494,-0.07679166,0.151704065,0
495,0.06282635,0.173945527,0
496,-0.064878148,0.149529364,0
497,0.041700153,0.146397484,0
498,-0.166417992,0.160468369,0
499,0.042266894,0.134423267,0
500,0.038364411,0.14197726,0
501,0.06756766,0.155809139,0
502,0.120417318,0.169442166,0
503,0.142182354,0.19381136,0
504,-0.179944036,0.157052728,0
505,0.069773634,0.142587576,0
506,0.138357319,0.147047318,0
507,0.098559327,0.164157415,0
508,0.131825762,0.137504056,0
509,-0.14883995,0.160223038,0
510,0.117643375,0.152076076,0
511,-0.057797635,0.169557966,0
512,0.179232669,0.153936825,0
513,0.172063242,0.196551896,0
514,0.03697782,0.128057366,0
515,-0.155802294,0.152222653,0
516,0.113534187,0.125215739,0
517,0.040729176,0.163988002,0
518,-0.164690232,0.169871745,0
519,0.06290491,0.201079634,0
520,-0.067167625,0.187637037,0
521,0.134167613,0.177576713,0
522,-0.10089067,0.204048416,0
523,-0.054563631,0.152583034,0
524,0.169859453,0.155430233,0
525,0.025207203,0.120063491,0
526,0.122746143,0.150262092,0
527,-0.184428504,0.165218754,0
528,-0.184069825,0.209035514,0
529,0.053017188,0.16335004,0
530,-0.104365291,0.157427372,0
531,-0.098989999,0.13925163,0
532,0.0498498,0.16801244,0
533,-0.03772408,0.159602067,0
534,0.119389229,0.150938573,0
535,-0.153014824,0.161743785,0
536,0.197798913,0.133490573,0
537,0.059942931,0.09606065,0
538,0.062244373,0.119659115,0
539,0.098991849,0.149520278,0
540,0.005709285,0.140092475,0
541,-0.047867953,0.151115159,0
542,0.044523308,0.152561746,0
543,0.186400128,0.154041222,0
544,-0.113656533,0.190447544,0
545,0.099499745,0.197016343,0
546,-0.027049746,0.203244978,0
547,0.131438496,0.174331023,0
548,0.153336208,0.178796939,0
549,0.191915454,0.191526414,0
550,0.165600291,0.175698903,0
551,-0.097005368,0.156357888,0
552,-0.110620873,0.154297991,0
553,0.116253167,0.129059584,0
554,-0.133962076,0.130196209,0
555,0.135230344,0.130070079,0
556,0.188768176,0.144093063,0
557,-0.00098471,0.191716188,0
558,-0.18407678,0.172451329,0
559,0.050062638,0.112329205,0
560,0.132154363,0.154538086,0
561,-0.137675357,0.138529933,0
562,0.196081501,0.174497489,0
563,0.072352935,0.199432727,0
564,0.145879174,0.160725634,0
565,-0.103335695,0.190492963,0
566,0.145031639,0.143497209,0
567,0.116834669,0.154588875,0
568,0.044929907,0.126492323,0
569,-0.116576334,0.151157226,0
570,-0.176235149,0.134284933,0
571,0.050114975,0.187246541,0
572,0.121572546,0.18610348,0
573,-0.120547751,0.184230098,0
574,0.066260049,0.143802682,0
575,-0.038826888,0.144388111,0
576,-0.045214925,0.146101632,0
577,-0.175908635,0.147290693,0
578,-0.031887835,0.143754983,0
579,0.0204389,0.159975526,0
580,0.126430287,0.155205078,0
581,0.135118736,0.168467252,0
582,-0.195160775,0.18848345,0
583,0.029079239,0.206740533,0
584,-0.079343655,0.181495108,0
585,-0.184528519,0.173969396,0
586,-0.056666836,0.179245334,0
587,-0.093018706,0.184003204,0
588,0.189609495,0.175670814,0
589,0.180457379,0.174089822,0
590,0.046424246,0.20200801,0
591,0.185934803,0.188537462,0
592,0.151213806,0.119610183,0
593,-0.152003999,0.153156249,0
594,0.038503145,0.177299393,0
595,-0.057231925,0.157847457,0
596,0.069954586,0.165726508,0
597,0.055276081,0.154027084,0
598,0.078746808,0.174775081,0
599,0.05007839,0.188316366,0
600,-0.151111164,0.175813038,0
601,-0.087611274,0.12514816,0
602,-0.130324738,0.127632435,0
603,-0.131910225,0.178213499,0
604,0.024217453,0.160323668,0
605,-0.028479763,0.15890669,0
606,-0.044325293,0.157466682,0
607,0.137482565,0.156167049,0
608,-0.116483718,0.17560452,0
609,0.003769912,0.158011282,0
610,-0.042013868,0.158978726,0
611,-0.096735974,0.165587094,0
612,0.121184575,0.181807996,0
613,-0.077200313,0.145573033,0
614,-0.168747864,0.152647482,0
615,0.178711495,0.165296944,0
616,-0.048532607,0.151072346,0
617,-0.069019185,0.147480085,0
618,0.065930744,0.168117036,0
619,0.110928403,0.164211677,0
620,-0.006351351,0.155415982,0
621,0.171780628,0.159957996,0
622,-0.180044862,0.191942445,0
623,0.068543025,0.193803868,0
624,0.130204772,0.156779721,0
625,-0.065354392,0.194903845,0
626,0.172608237,0.179636716,0
627,-0.006381636,0.151400238,0
628,0.178418799,0.157780376,0
629,-0.075495714,0.190479029,0
630,0.039620748,0.174359397,0
631,0.156089365,0.17778248,0
632,0.042945419,0.1269038,0
633,-0.023776631,0.153297675,0
634,0.02402385,0.154094736,0
635,0.175770898,0.156668105,0
636,0.133804641,0.205218625,0
637,-0.085123994,0.177194604,0
638,0.137424032,0.145206029,0
639,-0.096488788,0.140060266,0
640,-0.064264867,0.147563997,0
641,0.022762839,0.140909603,0
642,-0.124849581,0.154639405,0
643,0.003859571,0.163021292,0
644,0.170829313,0.161961457,0
645,-0.077211176,0.206524392,0
646,-0.057485225,0.163419244,0
647,-0.177242533,0.169443458,0
648,0.153892624,0.127791008,0
649,0.004797183,0.12612961,0
650,0.121884749,0.147223408,0
651,-0.105272936,0.159819937,0
652,0.074734135,0.180286465,0
653,0.144203772,0.168992182,0
654,-0.019938826,0.201266317,0
655,-0.131850107,0.179302634,0
656,0.00347853,0.179716393,0
657,0.148007753,0.16772659,0
658,-0.186677351,0.198222872,0
659,-0.096737888,0.17505861,0
660,0.174834512,0.150215559,0
661,0.046014553,0.130680186,0
662,0.179807595,0.155675769,0
663,0.126237796,0.198881946,0
664,-0.180273819,0.173159413,0
665,-0.079211917,0.202394862,0
666,0.004817044,0.177829832,0
667,0.08414425,0.169799297,0
668,-0.086138763,0.142081977,0
669,-0.014020481,0.167028805,0
670,0.091755592,0.16035984,0
671,-0.14874278,0.167894415,0
672,0.17371814,0.124648539,0
673,-0.042580199,0.180785153,0
674,-0.100350351,0.18080893,0
675,0.178944514,0.181296472,0
676,0.136661018,0.170661839,0
677,-0.033911048,0.182487463,0
678,0.156678399,0.174256521,0
679,-0.117303718,0.163708559,0
680,0.180079483,0.146775721,0
681,-0.008616619,0.116134596,0
682,-0.155889193,0.142011067,0
683,0.051741409,0.164197293,0
684,-0.082601434,0.154789964,0
685,0.132117288,0.136620091,0
686,-0.068813426,0.178668233,0
687,0.149471947,0.171033764,0
688,-0.188946695,0.199678355,0
689,0.016014078,0.2088606,0
690,-0.008423943,0.183888751,0
691,0.151161806,0.170500414,0
692,-0.005268461,0.13038329,0
693,-0.111057529,0.149779679,0
694,0.003657962,0.171307141,0
695,-0.196189612,0.166684339,0
696,-0.164603657,0.184680755,0
697,-0.072569446,0.134536433,0
698,0.018122569,0.172366178,0
699,-0.078808933,0.166563502,0
700,0.095953543,0.164545549,0
701,-0.195888741,0.184377432,0
702,0.039455491,0.171844012,0
703,0.085241072,0.159300952,0
704,-0.013602733,0.161609061,0
705,-0.113365587,0.165951932,0
706,-0.153429099,0.191598101,0
707,-0.035768113,0.190205069,0
708,0.055674228,0.172526364,0
709,-0.177502136,0.16008725,0
710,0.027326263,0.136262115,0
711,0.083196269,0.144389055,0
712,0.190317477,0.160179884,0
713,0.18828119,0.185539911,0
714,-0.153233714,0.167297529,0
715,-0.124019623,0.190249518,0
716,-0.125231923,0.201772553,0
717,-0.017923945,0.184487244,0
718,-0.118440099,0.169556485,0
719,0.18973406,0.19681279,0
720,-0.160236625,0.183909655,0
721,0.129920271,0.151582793,0
722,-0.159589508,0.196141168,0
723,0.188851911,0.131691721,0
724,-0.197854879,0.10777757,0
725,-0.000835232,0.17837654,0
726,0.194264882,0.16885067,0
727,-0.024203632,0.159524375,0
728,-0.062561685,0.165272022,0
729,-0.077938093,0.145328287,0
730,0.1946611,0.173873662,0
731,0.16971828,0.203820006,0
732,-0.19511559,0.137136133,0
733,-0.160300118,0.096645419,0
734,0.016447676,0.183993156,0
735,0.048279156,0.170014735,0
736,0.117444946,0.178711916,0
737,-0.007388727,0.163774592,0
738,0.122869804,0.163079786,0
739,0.195133543,0.147739505,0
740,0.171030001,0.21325717,0
741,-0.091366978,0.225198385,0
742,-0.160482726,0.213211805,0
743,-0.173754967,0.221267656,0
744,-0.12506992,0.18289541,0
745,0.036790531,0.162995622,0
746,-0.199654766,0.170637444,0
747,-0.00632536,0.169307924,0
748,0.062159081,0.16545341,0
749,-0.119720174,0.18331615,0
750,0.065801065,0.141765386,0
751,0.021049187,0.14652596,0
752,0.09764903,0.151765808,0
753,-0.043417378,0.132948452,0
754,0.134261422,0.158716321,0
755,-0.10054184,0.167590049,0
756,0.154432959,0.193694376,0
757,0.076702679,0.172245941,0
758,0.166626218,0.17272587,0
759,-0.051971148,0.135896955,0
760,0.046027385,0.146333693,0
761,-0.186698277,0.156902339,0
762,0.059061937,0.132188821,0
763,-0.198398444,0.146181992,0
764,0.030938031,0.115465189,0
765,-0.087695583,0.138860054,0
766,0.04421174,0.131830756,0
767,0.170821098,0.154184675,0
768,0.029285985,0.199978914,0
769,0.119608393,0.172287332,0
770,-0.079800872,0.172815797,0
771,0.155130867,0.187332781,0
772,0.142022109,0.184472169,0
773,0.13482982,0.127865426,0
774,-0.171159842,0.154750611,0
775,0.049563675,0.181508805,0
776,0.004294358,0.172868592,0
777,-0.17364108,0.167724469,0
778,-0.11034119,0.157127229,0
779,0.032574605,0.140530462,0
780,-0.055111037,0.149832574,0
781,0.177957028,0.144292141,0
782,-0.177387621,0.192604486,0
783,-0.199863275,0.13720907,0
784,-0.084007646,0.203441652,0
785,-0.113080937,0.171541743,0
786,0.075429671,0.164776278,0
787,0.145948058,0.143208037,0
788,-0.188064909,0.130295608,0
789,0.080603531,0.14017805,0
790,-0.133303043,0.146445899,0
791,0.114023696,0.11987569,0
792,-0.141658719,0.114910947,0
793,0.070480094,0.18539862,0
794,0.008108953,0.160829253,0
795,0.081999599,0.158754264,0
796,-0.094184796,0.168530235,0
797,0.00233662,0.142313652,0
798,0.128935719,0.152477435,0
799,-0.128117921,0.172689631,0
800,0.1458586,0.190568281,0
801,-0.156021582,0.197042302,0
802,0.148574716,0.208457512,0
803,0.005767907,0.196349766,0
804,-0.085720471,0.176136178,0
805,-0.065306392,0.157826503,0
806,0.027860806,0.170481859,0
807,-0.126308283,0.166281633,0
808,-0.024251412,0.14032418,0
809,0.064728872,0.159219709,0
810,-0.031864553,0.17596054,0
811,0.024390488,0.175625155,0
812,-0.121750539,0.173285535,0
813,0.171322011,0.165587838,0
814,0.069429679,0.141397474,0
815,-0.147585193,0.147113486,0
816,-0.049245366,0.149847737,0
817,-0.079078773,0.166232152,0
818,0.122103078,0.165999941,0
819,-0.011948639,0.175103607,0
820,-0.023421602,0.167427008,0
821,-0.168161353,0.162996583,0
822,-0.050585868,0.192771481,0
823,-0.044826101,0.160585766,0
824,-0.043882154,0.156590864,0
825,-0.104232208,0.169568797,0
826,0.115834266,0.172704679,0
827,-0.193651512,0.152664737,0
828,-0.040495978,0.123127714,0
829,-0.044692965,0.147720832,0
830,-0.016887936,0.157749574,0
831,-0.081341681,0.16417693,0
832,0.121295011,0.168540145,0
833,0.148558004,0.155665576,0
834,0.177830245,0.149129254,0
835,-0.090840437,0.128575216,0
836,0.070175683,0.13256098,0
837,0.084564413,0.129192776,0
838,-0.119337134,0.143029125,0
839,0.022683407,0.161467017,0
840,0.049405338,0.159895483,0
841,-0.156772203,0.153870637,0
842,0.033936067,0.129038908,0
843,0.058340559,0.155580331,0
844,-0.124568371,0.173456158,0
845,-0.016897198,0.181730733,0
846,0.166995012,0.166550481,0
847,0.026378364,0.184087301,0
848,0.176892517,0.165311432,0
849,0.097896851,0.169093269,0
850,0.086706859,0.171836857,0
